Section,Cell,Slot,Beam,Type,Model,Disc,Name,eVout,v/c,Length,Xend,Yend,Zend,Xsur,Ysur,Zsur,Volts,Phase,Grad,Bend
       ,    ,    ,    ,    ,     ,    ,    ,(MeV),   , (m)  , (m), (m), (m), (m), (m), (m), MV  , deg , T/m, deg
DtlSpokeTransSect,DtlSpokeTransCell,DtlSpokeTransSlot,MKR-0010,marker , , , ,89 ,0.407147 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0
DtlSpokeTransSect,DtlSpokeTransCell,DtlSpokeTransSlot,DRF-0020,drift ,crappy ,booger ,DtlSpokeTransSect-DtlSpokeTransCellDtlSpokeTransSlot:booger-DRF-0020 ,89 ,0.407147 ,0.211 ,0 ,0 ,0.211 ,0 ,0 ,0.211 ,0 ,0 ,0 ,0
DtlSpokeTransSect,DtlSpokeTransCell,DtlSpokeTransSlot,MKR-0030,marker , , , ,89 ,0.407147 ,0 ,0 ,0 ,0.211 ,0 ,0 ,0.211 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-01SpokeLwu:VAC-DRF-0010 ,89 ,0.407147 ,0.189 ,0 ,0 ,0.4 ,0 ,0 ,0.4 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,QH-0020,quad , ,BMD ,SPK-01SpokeLwu:BMD-QH-0020 ,89 ,0.407147 ,0.25 ,0 ,0 ,0.65 ,0 ,0 ,0.65 ,0 ,0 ,6.27303 ,0
SPK,01,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-01SpokeLwu:VAC-DRF-0030 ,89 ,0.407147 ,0.035 ,0 ,0 ,0.685 ,0 ,0 ,0.685 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,BPM-0040,beamPosition , ,PBI ,SPK-01SpokeLwu:PBI-BPM-0040 ,89 ,0.407147 ,0 ,0 ,0 ,0.685 ,0 ,0 ,0.685 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,DRF-0050,drift , ,VAC ,SPK-01SpokeLwu:VAC-DRF-0050 ,89 ,0.407147 ,0.07 ,0 ,0 ,0.755 ,0 ,0 ,0.755 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,COR-0060,thinSteering , ,BMD ,SPK-01SpokeLwu:BMD-COR-0060 ,89 ,0.407147 ,0 ,0 ,0 ,0.755 ,0 ,0 ,0.755 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,WSC-0070,beamSize , ,PBI ,SPK-01SpokeLwu:PBI-WSC-0070 ,89 ,0.407147 ,0 ,0 ,0 ,0.755 ,0 ,0 ,0.755 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,DRF-0080,drift , ,VAC ,SPK-01SpokeLwu:VAC-DRF-0080 ,89 ,0.407147 ,0.475 ,0 ,0 ,1.23 ,0 ,0 ,1.23 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,BPM-0090,beamPosition , ,PBI ,SPK-01SpokeLwu:PBI-BPM-0090 ,89 ,0.407147 ,0 ,0 ,0 ,1.23 ,0 ,0 ,1.23 ,0 ,0 ,0 ,0
SPK,01,SpokeLwu,QV-0100,quad , ,BMD ,SPK-01SpokeLwu:BMD-QV-0100 ,89 ,0.407147 ,0.25 ,0 ,0 ,1.48 ,0 ,0 ,1.48 ,0 ,0 ,-5.65192 ,0
SPK,01,SpokeLwu,DRF-0110,drift , ,VAC ,SPK-01SpokeLwu:VAC-DRF-0110 ,89 ,0.407147 ,0.4 ,0 ,0 ,1.88 ,0 ,0 ,1.88 ,0 ,0 ,0 ,0
SPK,01,SpokeCryomodule,MKR-0010,marker , , , ,89 ,0.407147 ,0 ,0 ,0 ,1.88 ,0 ,0 ,1.88 ,0 ,0 ,0 ,0
SPK,01,SpokeCryomodule,DRF-0020,drift , ,VAC ,SPK-01SpokeCryomodule:VAC-DRF-0020 ,89 ,0.407147 ,0.3715 ,0 ,0 ,2.2515 ,0 ,0 ,2.2515 ,0 ,0 ,0 ,0
SPK,01,SpokeCryomodule,CAV-0030,fieldMap , ,EMR ,SPK-01SpokeCryomodule:EMR-CAV-0030 ,92.649637 ,0.414324 ,0.988 ,0 ,0 ,3.2395 ,0 ,0 ,3.2395 ,4.564346 ,-36.908381 ,0 ,0
SPK,01,SpokeCryomodule,DRF-0040,drift , ,VAC ,SPK-01SpokeCryomodule:VAC-DRF-0040 ,92.649637 ,0.414324 ,0.141 ,0 ,0 ,3.3805 ,0 ,0 ,3.3805 ,0 ,0 ,0 ,0
SPK,01,SpokeCryomodule,CAV-0050,fieldMap , ,EMR ,SPK-01SpokeCryomodule:EMR-CAV-0050 ,96.456561 ,0.421602 ,0.988 ,0 ,0 ,4.3685 ,0 ,0 ,4.3685 ,4.357803 ,-29.121698 ,0 ,0
SPK,01,SpokeCryomodule,DRF-0060,drift , ,VAC ,SPK-01SpokeCryomodule:VAC-DRF-0060 ,96.456561 ,0.421602 ,0.3715 ,0 ,0 ,4.74 ,0 ,0 ,4.74 ,0 ,0 ,0 ,0
SPK,01,SpokeCryomodule,MKR-0070,marker , , , ,96.456561 ,0.421602 ,0 ,0 ,0 ,4.74 ,0 ,0 ,4.74 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-02SpokeLwu:VAC-DRF-0010 ,96.456561 ,0.421602 ,0.16 ,0 ,0 ,4.9 ,0 ,0 ,4.9 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,QH-0020,quad , ,BMD ,SPK-02SpokeLwu:BMD-QH-0020 ,96.456561 ,0.421602 ,0.25 ,0 ,0 ,5.15 ,0 ,0 ,5.15 ,0 ,0 ,5.80773 ,0
SPK,02,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-02SpokeLwu:VAC-DRF-0030 ,96.456561 ,0.421602 ,0.035 ,0 ,0 ,5.185 ,0 ,0 ,5.185 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,BPM-0040,beamPosition , ,PBI ,SPK-02SpokeLwu:PBI-BPM-0040 ,96.456561 ,0.421602 ,0 ,0 ,0 ,5.185 ,0 ,0 ,5.185 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,DRF-0050,drift , ,VAC ,SPK-02SpokeLwu:VAC-DRF-0050 ,96.456561 ,0.421602 ,0.07 ,0 ,0 ,5.255 ,0 ,0 ,5.255 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,COR-0060,thinSteering , ,BMD ,SPK-02SpokeLwu:BMD-COR-0060 ,96.456561 ,0.421602 ,0 ,0 ,0 ,5.255 ,0 ,0 ,5.255 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,WSC-0070,beamSize , ,PBI ,SPK-02SpokeLwu:PBI-WSC-0070 ,96.456561 ,0.421602 ,0 ,0 ,0 ,5.255 ,0 ,0 ,5.255 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,WSC-0080,beamSize , ,PBI ,SPK-02SpokeLwu:PBI-WSC-0080 ,96.456561 ,0.421602 ,0 ,0 ,0 ,5.255 ,0 ,0 ,5.255 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,DRF-0090,drift , ,VAC ,SPK-02SpokeLwu:VAC-DRF-0090 ,96.456561 ,0.421602 ,0.475 ,0 ,0 ,5.73 ,0 ,0 ,5.73 ,0 ,0 ,0 ,0
SPK,02,SpokeLwu,QV-0100,quad , ,BMD ,SPK-02SpokeLwu:BMD-QV-0100 ,96.456561 ,0.421602 ,0.25 ,0 ,0 ,5.98 ,0 ,0 ,5.98 ,0 ,0 ,-5.74303 ,0
SPK,02,SpokeLwu,DRF-0110,drift , ,VAC ,SPK-02SpokeLwu:VAC-DRF-0110 ,96.456561 ,0.421602 ,0.16 ,0 ,0 ,6.14 ,0 ,0 ,6.14 ,0 ,0 ,0 ,0
SPK,02,SpokeCryomodule,MKR-0010,marker , , , ,96.456561 ,0.421602 ,0 ,0 ,0 ,6.14 ,0 ,0 ,6.14 ,0 ,0 ,0 ,0
SPK,02,SpokeCryomodule,DRF-0020,drift , ,VAC ,SPK-02SpokeCryomodule:VAC-DRF-0020 ,96.456561 ,0.421602 ,0.3715 ,0 ,0 ,6.5115 ,0 ,0 ,6.5115 ,0 ,0 ,0 ,0
SPK,02,SpokeCryomodule,CAV-0030,fieldMap , ,EMR ,SPK-02SpokeCryomodule:EMR-CAV-0030 ,100.849717 ,0.429752 ,0.988 ,0 ,0 ,7.4995 ,0 ,0 ,7.4995 ,4.660654 ,-19.506279 ,0 ,0
SPK,02,SpokeCryomodule,DRF-0040,drift , ,VAC ,SPK-02SpokeCryomodule:VAC-DRF-0040 ,100.849717 ,0.429752 ,0.141 ,0 ,0 ,7.6405 ,0 ,0 ,7.6405 ,0 ,0 ,0 ,0
SPK,02,SpokeCryomodule,CAV-0050,fieldMap , ,EMR ,SPK-02SpokeCryomodule:EMR-CAV-0050 ,105.382941 ,0.437897 ,0.988 ,0 ,0 ,8.6285 ,0 ,0 ,8.6285 ,4.909624 ,-22.581481 ,0 ,0
SPK,02,SpokeCryomodule,DRF-0060,drift , ,VAC ,SPK-02SpokeCryomodule:VAC-DRF-0060 ,105.382941 ,0.437897 ,0.3715 ,0 ,0 ,9 ,0 ,0 ,9 ,0 ,0 ,0 ,0
SPK,02,SpokeCryomodule,MKR-0070,marker , , , ,105.382941 ,0.437897 ,0 ,0 ,0 ,9 ,0 ,0 ,9 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-03SpokeLwu:VAC-DRF-0010 ,105.382941 ,0.437897 ,0.16 ,0 ,0 ,9.16 ,0 ,0 ,9.16 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,QH-0020,quad , ,BMD ,SPK-03SpokeLwu:BMD-QH-0020 ,105.382941 ,0.437897 ,0.25 ,0 ,0 ,9.41 ,0 ,0 ,9.41 ,0 ,0 ,5.23058 ,0
SPK,03,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-03SpokeLwu:VAC-DRF-0030 ,105.382941 ,0.437897 ,0.475 ,0 ,0 ,9.885 ,0 ,0 ,9.885 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,COR-0040,thinSteering , ,BMD ,SPK-03SpokeLwu:BMD-COR-0040 ,105.382941 ,0.437897 ,0 ,0 ,0 ,9.885 ,0 ,0 ,9.885 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,DRF-0050,drift , ,VAC ,SPK-03SpokeLwu:VAC-DRF-0050 ,105.382941 ,0.437897 ,0.07 ,0 ,0 ,9.955 ,0 ,0 ,9.955 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,BPM-0060,beamPosition , ,PBI ,SPK-03SpokeLwu:PBI-BPM-0060 ,105.382941 ,0.437897 ,0 ,0 ,0 ,9.955 ,0 ,0 ,9.955 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,DRF-0070,drift , ,VAC ,SPK-03SpokeLwu:VAC-DRF-0070 ,105.382941 ,0.437897 ,0.035 ,0 ,0 ,9.99 ,0 ,0 ,9.99 ,0 ,0 ,0 ,0
SPK,03,SpokeLwu,QV-0080,quad , ,BMD ,SPK-03SpokeLwu:BMD-QV-0080 ,105.382941 ,0.437897 ,0.25 ,0 ,0 ,10.24 ,0 ,0 ,10.24 ,0 ,0 ,-5.22278 ,0
SPK,03,SpokeLwu,DRF-0090,drift , ,VAC ,SPK-03SpokeLwu:VAC-DRF-0090 ,105.382941 ,0.437897 ,0.16 ,0 ,0 ,10.4 ,0 ,0 ,10.4 ,0 ,0 ,0 ,0
SPK,03,SpokeCryomodule,MKR-0010,marker , , , ,105.382941 ,0.437897 ,0 ,0 ,0 ,10.4 ,0 ,0 ,10.4 ,0 ,0 ,0 ,0
SPK,03,SpokeCryomodule,DRF-0020,drift , ,VAC ,SPK-03SpokeCryomodule:VAC-DRF-0020 ,105.382941 ,0.437897 ,0.3715 ,0 ,0 ,10.7715 ,0 ,0 ,10.7715 ,0 ,0 ,0 ,0
SPK,03,SpokeCryomodule,CAV-0030,fieldMap , ,EMR ,SPK-03SpokeCryomodule:EMR-CAV-0030 ,110.341013 ,0.446519 ,0.988 ,0 ,0 ,11.7595 ,0 ,0 ,11.7595 ,5.522539 ,-26.131127 ,0 ,0
SPK,03,SpokeCryomodule,DRF-0040,drift , ,VAC ,SPK-03SpokeCryomodule:VAC-DRF-0040 ,110.341013 ,0.446519 ,0.141 ,0 ,0 ,11.9005 ,0 ,0 ,11.9005 ,0 ,0 ,0 ,0
SPK,03,SpokeCryomodule,CAV-0050,fieldMap , ,EMR ,SPK-03SpokeCryomodule:EMR-CAV-0050 ,115.407858 ,0.455039 ,0.988 ,0 ,0 ,12.8885 ,0 ,0 ,12.8885 ,5.600276 ,-25.210485 ,0 ,0
SPK,03,SpokeCryomodule,DRF-0060,drift , ,VAC ,SPK-03SpokeCryomodule:VAC-DRF-0060 ,115.407858 ,0.455039 ,0.3715 ,0 ,0 ,13.26 ,0 ,0 ,13.26 ,0 ,0 ,0 ,0
SPK,03,SpokeCryomodule,MKR-0070,marker , , , ,115.407858 ,0.455039 ,0 ,0 ,0 ,13.26 ,0 ,0 ,13.26 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-04SpokeLwu:VAC-DRF-0010 ,115.407858 ,0.455039 ,0.16 ,0 ,0 ,13.42 ,0 ,0 ,13.42 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,QH-0020,quad , ,BMD ,SPK-04SpokeLwu:BMD-QH-0020 ,115.407858 ,0.455039 ,0.25 ,0 ,0 ,13.67 ,0 ,0 ,13.67 ,0 ,0 ,5.11078 ,0
SPK,04,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-04SpokeLwu:VAC-DRF-0030 ,115.407858 ,0.455039 ,0.035 ,0 ,0 ,13.705 ,0 ,0 ,13.705 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,BPM-0040,beamPosition , ,PBI ,SPK-04SpokeLwu:PBI-BPM-0040 ,115.407858 ,0.455039 ,0 ,0 ,0 ,13.705 ,0 ,0 ,13.705 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,DRF-0050,drift , ,VAC ,SPK-04SpokeLwu:VAC-DRF-0050 ,115.407858 ,0.455039 ,0.07 ,0 ,0 ,13.775 ,0 ,0 ,13.775 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,COR-0060,thinSteering , ,BMD ,SPK-04SpokeLwu:BMD-COR-0060 ,115.407858 ,0.455039 ,0 ,0 ,0 ,13.775 ,0 ,0 ,13.775 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,WSC-0070,beamSize , ,PBI ,SPK-04SpokeLwu:PBI-WSC-0070 ,115.407858 ,0.455039 ,0 ,0 ,0 ,13.775 ,0 ,0 ,13.775 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,DRF-0080,drift , ,VAC ,SPK-04SpokeLwu:VAC-DRF-0080 ,115.407858 ,0.455039 ,0.475 ,0 ,0 ,14.25 ,0 ,0 ,14.25 ,0 ,0 ,0 ,0
SPK,04,SpokeLwu,QV-0090,quad , ,BMD ,SPK-04SpokeLwu:BMD-QV-0090 ,115.407858 ,0.455039 ,0.25 ,0 ,0 ,14.5 ,0 ,0 ,14.5 ,0 ,0 ,-5.11797 ,0
SPK,04,SpokeLwu,DRF-0100,drift , ,VAC ,SPK-04SpokeLwu:VAC-DRF-0100 ,115.407858 ,0.455039 ,0.16 ,0 ,0 ,14.66 ,0 ,0 ,14.66 ,0 ,0 ,0 ,0
SPK,04,SpokeCryomodule,MKR-0010,marker , , , ,115.407858 ,0.455039 ,0 ,0 ,0 ,14.66 ,0 ,0 ,14.66 ,0 ,0 ,0 ,0
SPK,04,SpokeCryomodule,DRF-0020,drift , ,VAC ,SPK-04SpokeCryomodule:VAC-DRF-0020 ,115.407858 ,0.455039 ,0.3715 ,0 ,0 ,15.0315 ,0 ,0 ,15.0315 ,0 ,0 ,0 ,0
SPK,04,SpokeCryomodule,CAV-0030,fieldMap , ,EMR ,SPK-04SpokeCryomodule:EMR-CAV-0030 ,120.564006 ,0.463427 ,0.988 ,0 ,0 ,16.0195 ,0 ,0 ,16.0195 ,5.622246 ,-23.494594 ,0 ,0
SPK,04,SpokeCryomodule,DRF-0040,drift , ,VAC ,SPK-04SpokeCryomodule:VAC-DRF-0040 ,120.564006 ,0.463427 ,0.141 ,0 ,0 ,16.1605 ,0 ,0 ,16.1605 ,0 ,0 ,0 ,0
SPK,04,SpokeCryomodule,CAV-0050,fieldMap , ,EMR ,SPK-04SpokeCryomodule:EMR-CAV-0050 ,125.787404 ,0.471651 ,0.988 ,0 ,0 ,17.1485 ,0 ,0 ,17.1485 ,5.512994 ,-18.653476 ,0 ,0
SPK,04,SpokeCryomodule,DRF-0060,drift , ,VAC ,SPK-04SpokeCryomodule:VAC-DRF-0060 ,125.787404 ,0.471651 ,0.3715 ,0 ,0 ,17.52 ,0 ,0 ,17.52 ,0 ,0 ,0 ,0
SPK,04,SpokeCryomodule,MKR-0070,marker , , , ,125.787404 ,0.471651 ,0 ,0 ,0 ,17.52 ,0 ,0 ,17.52 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-05SpokeLwu:VAC-DRF-0010 ,125.787404 ,0.471651 ,0.16 ,0 ,0 ,17.68 ,0 ,0 ,17.68 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,QH-0020,quad , ,BMD ,SPK-05SpokeLwu:BMD-QH-0020 ,125.787404 ,0.471651 ,0.25 ,0 ,0 ,17.93 ,0 ,0 ,17.93 ,0 ,0 ,5.05419 ,0
SPK,05,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-05SpokeLwu:VAC-DRF-0030 ,125.787404 ,0.471651 ,0.475 ,0 ,0 ,18.405 ,0 ,0 ,18.405 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,WSC-0040,beamSize , ,PBI ,SPK-05SpokeLwu:PBI-WSC-0040 ,125.787404 ,0.471651 ,0 ,0 ,0 ,18.405 ,0 ,0 ,18.405 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,COR-0050,thinSteering , ,BMD ,SPK-05SpokeLwu:BMD-COR-0050 ,125.787404 ,0.471651 ,0 ,0 ,0 ,18.405 ,0 ,0 ,18.405 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,DRF-0060,drift , ,VAC ,SPK-05SpokeLwu:VAC-DRF-0060 ,125.787404 ,0.471651 ,0.07 ,0 ,0 ,18.475 ,0 ,0 ,18.475 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,BPM-0070,beamPosition , ,PBI ,SPK-05SpokeLwu:PBI-BPM-0070 ,125.787404 ,0.471651 ,0 ,0 ,0 ,18.475 ,0 ,0 ,18.475 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,DRF-0080,drift , ,VAC ,SPK-05SpokeLwu:VAC-DRF-0080 ,125.787404 ,0.471651 ,0.035 ,0 ,0 ,18.51 ,0 ,0 ,18.51 ,0 ,0 ,0 ,0
SPK,05,SpokeLwu,QV-0090,quad , ,BMD ,SPK-05SpokeLwu:BMD-QV-0090 ,125.787404 ,0.471651 ,0.25 ,0 ,0 ,18.76 ,0 ,0 ,18.76 ,0 ,0 ,-5.00827 ,0
SPK,05,SpokeLwu,DRF-0100,drift , ,VAC ,SPK-05SpokeLwu:VAC-DRF-0100 ,125.787404 ,0.471651 ,0.16 ,0 ,0 ,18.92 ,0 ,0 ,18.92 ,0 ,0 ,0 ,0
SPK,05,SpokeCryomodule,MKR-0010,marker , , , ,125.787404 ,0.471651 ,0 ,0 ,0 ,18.92 ,0 ,0 ,18.92 ,0 ,0 ,0 ,0
SPK,05,SpokeCryomodule,DRF-0020,drift , ,VAC ,SPK-05SpokeCryomodule:VAC-DRF-0020 ,125.787404 ,0.471651 ,0.3715 ,0 ,0 ,19.2915 ,0 ,0 ,19.2915 ,0 ,0 ,0 ,0
SPK,05,SpokeCryomodule,CAV-0030,fieldMap , ,EMR ,SPK-05SpokeCryomodule:EMR-CAV-0030 ,131.062343 ,0.479694 ,0.988 ,0 ,0 ,20.2795 ,0 ,0 ,20.2795 ,5.684124 ,-21.872863 ,0 ,0
SPK,05,SpokeCryomodule,DRF-0040,drift , ,VAC ,SPK-05SpokeCryomodule:VAC-DRF-0040 ,131.062343 ,0.479694 ,0.141 ,0 ,0 ,20.4205 ,0 ,0 ,20.4205 ,0 ,0 ,0 ,0
SPK,05,SpokeCryomodule,CAV-0050,fieldMap , ,EMR ,SPK-05SpokeCryomodule:EMR-CAV-0050 ,136.365542 ,0.487531 ,0.988 ,0 ,0 ,21.4085 ,0 ,0 ,21.4085 ,5.717224 ,-21.938896 ,0 ,0
SPK,05,SpokeCryomodule,DRF-0060,drift , ,VAC ,SPK-05SpokeCryomodule:VAC-DRF-0060 ,136.365542 ,0.487531 ,0.3715 ,0 ,0 ,21.78 ,0 ,0 ,21.78 ,0 ,0 ,0 ,0
SPK,05,SpokeCryomodule,MKR-0070,marker , , , ,136.365542 ,0.487531 ,0 ,0 ,0 ,21.78 ,0 ,0 ,21.78 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-06SpokeLwu:VAC-DRF-0010 ,136.365542 ,0.487531 ,0.16 ,0 ,0 ,21.94 ,0 ,0 ,21.94 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,QH-0020,quad , ,BMD ,SPK-06SpokeLwu:BMD-QH-0020 ,136.365542 ,0.487531 ,0.25 ,0 ,0 ,22.19 ,0 ,0 ,22.19 ,0 ,0 ,5.11809 ,0
SPK,06,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-06SpokeLwu:VAC-DRF-0030 ,136.365542 ,0.487531 ,0.035 ,0 ,0 ,22.225 ,0 ,0 ,22.225 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,BPM-0040,beamPosition , ,PBI ,SPK-06SpokeLwu:PBI-BPM-0040 ,136.365542 ,0.487531 ,0 ,0 ,0 ,22.225 ,0 ,0 ,22.225 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,DRF-0050,drift , ,VAC ,SPK-06SpokeLwu:VAC-DRF-0050 ,136.365542 ,0.487531 ,0.07 ,0 ,0 ,22.295 ,0 ,0 ,22.295 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,COR-0060,thinSteering , ,BMD ,SPK-06SpokeLwu:BMD-COR-0060 ,136.365542 ,0.487531 ,0 ,0 ,0 ,22.295 ,0 ,0 ,22.295 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,DRF-0070,drift , ,VAC ,SPK-06SpokeLwu:VAC-DRF-0070 ,136.365542 ,0.487531 ,0.475 ,0 ,0 ,22.77 ,0 ,0 ,22.77 ,0 ,0 ,0 ,0
SPK,06,SpokeLwu,QV-0080,quad , ,BMD ,SPK-06SpokeLwu:BMD-QV-0080 ,136.365542 ,0.487531 ,0.25 ,0 ,0 ,23.02 ,0 ,0 ,23.02 ,0 ,0 ,-5.09687 ,0
SPK,06,SpokeLwu,DRF-0090,drift , ,VAC ,SPK-06SpokeLwu:VAC-DRF-0090 ,136.365542 ,0.487531 ,0.16 ,0 ,0 ,23.18 ,0 ,0 ,23.18 ,0 ,0 ,0 ,0
SPK,06,SpokeCryomodule,MKR-0010,marker , , , ,136.365542 ,0.487531 ,0 ,0 ,0 ,23.18 ,0 ,0 ,23.18 ,0 ,0 ,0 ,0
SPK,06,SpokeCryomodule,DRF-0020,drift , ,VAC ,SPK-06SpokeCryomodule:VAC-DRF-0020 ,136.365542 ,0.487531 ,0.3715 ,0 ,0 ,23.5515 ,0 ,0 ,23.5515 ,0 ,0 ,0 ,0
SPK,06,SpokeCryomodule,CAV-0030,fieldMap , ,EMR ,SPK-06SpokeCryomodule:EMR-CAV-0030 ,141.684997 ,0.495154 ,0.988 ,0 ,0 ,24.5395 ,0 ,0 ,24.5395 ,5.737095 ,-21.996961 ,0 ,0
SPK,06,SpokeCryomodule,DRF-0040,drift , ,VAC ,SPK-06SpokeCryomodule:VAC-DRF-0040 ,141.684997 ,0.495154 ,0.141 ,0 ,0 ,24.6805 ,0 ,0 ,24.6805 ,0 ,0 ,0 ,0
SPK,06,SpokeCryomodule,CAV-0050,fieldMap , ,EMR ,SPK-06SpokeCryomodule:EMR-CAV-0050 ,147.010434 ,0.502561 ,0.988 ,0 ,0 ,25.6685 ,0 ,0 ,25.6685 ,5.74559 ,-22.047393 ,0 ,0
SPK,06,SpokeCryomodule,DRF-0060,drift , ,VAC ,SPK-06SpokeCryomodule:VAC-DRF-0060 ,147.010434 ,0.502561 ,0.3715 ,0 ,0 ,26.04 ,0 ,0 ,26.04 ,0 ,0 ,0 ,0
SPK,06,SpokeCryomodule,MKR-0070,marker , , , ,147.010434 ,0.502561 ,0 ,0 ,0 ,26.04 ,0 ,0 ,26.04 ,0 ,0 ,0 ,0
SPK,07,SpokeLwu,DRF-0010,drift , ,VAC ,SPK-07SpokeLwu:VAC-DRF-0010 ,147.010434 ,0.502561 ,0.16 ,0 ,0 ,26.2 ,0 ,0 ,26.2 ,0 ,0 ,0 ,0
SPK,07,SpokeLwu,QH-0020,quad , ,BMD ,SPK-07SpokeLwu:BMD-QH-0020 ,147.010434 ,0.502561 ,0.25 ,0 ,0 ,26.45 ,0 ,0 ,26.45 ,0 ,0 ,4.97323 ,0
SPK,07,SpokeLwu,DRF-0030,drift , ,VAC ,SPK-07SpokeLwu:VAC-DRF-0030 ,147.010434 ,0.502561 ,0.475 ,0 ,0 ,26.925 ,0 ,0 ,26.925 ,0 ,0 ,0 ,0
